ORIGEN,DESTINO,PROVEEDOR,SENCILLO,FULL,TIPO DE SERVICIO ,CONTENEDOR ,VIGENCIA,MAXIMO DE CARGA,SOBRE PESO ,CONSIGNATARIO,CODIGO CW,COMODITY,PESO PERMITIDO ,VOLUMEN PERMITIDO,BURREO / LOCAL,MANIOBRAS CARGA Y DESCARGA,HORAS LIBRES CARGA Y DESCARGA,FLETE EN FALSO,ESTADIAS X CTN,PERNOCTA,LAVADO DE CONTENEDOR ,REFACTURACIÓN,ALMACENAJES X CTN X DIA
MANZANILLO,SAN LUIS POTOSI,ALCHAREY," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,ALCHAREY," $29,000.00 "," $41,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PUEBLA,ALCHAREY," $62,500.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TORREON,ALCHAREY," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SALTILLO,ALCHAREY," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,LEON/SILAO /IRAPUATO,ALCHAREY," $43,000.00 "," $60,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TLAXCALA,ALCHAREY," $63,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PANTACO ,ALCHAREY," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CELAYA,ALCHAREY," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO ,RAMOS ARIZPE,ALCHAREY," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPEJI DEL RIO,ALCHAREY," $49,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPOTZOTLAN,ALCHAREY," $55,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,NUEVO LAREDO ,ALCHAREY," $96,000.00 "," $135,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN JUAN DEL RIO ,ALCHAREY," $47,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,APODACA,TRANSPORTES H," $63,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,QUERETARO,TRANSPORTES H," $46,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN MIGUEL DE ALLENDE ,TRANSPORTES H," $46,000.00 "," $61,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,AGUASCALIENTES ,TRANSPORTES H," $41,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CDMX EDOMEX,TRANSPORTES H," $56,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN LUIS POTOSI,TRANSPORTES H," $45,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,JALISCO/GUADALAJARA/ ZAPOPAN,TRANSPORTES H," $29,000.00 "," $41,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PUEBLA,TRANSPORTES H," $62,500.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TORREON,TRANSPORTES H," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SALTILLO,TRANSPORTES H," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,LEON/SILAO /IRAPUATO,TRANSPORTES H," $43,000.00 "," $60,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TLAXCALA,TRANSPORTES H," $63,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,PANTACO ,TRANSPORTES H," $62,000.00 "," $85,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,CELAYA,TRANSPORTES H," $43,000.00 "," $63,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO ,RAMOS ARIZPE,TRANSPORTES H," $62,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPEJI DEL RIO,TRANSPORTES H," $49,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,TEPOTZOTLAN,TRANSPORTES H," $55,000.00 "," $83,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,NUEVO LAREDO ,TRANSPORTES H," $93,000.00 "," $127,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,SAN JUAN DEL RIO ,TRANSPORTES H," $47,000.00 "," $65,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON , POR CONTENEDOR $4500 MXN ,,,,,,,,,,,,,,
MANZANILLO,MORELOS,TRANSPORTES H," $63,000.00 "," $84,000.00 ", CHASIS /PLATAFORMA ," 20""/40"" ",30 DIAS ,SENCILLO 23 TON FULL 55 TON ,,,,,,,,,,,,,,,
